Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,1184764,1182667,1189695,"2770,79","0,000%",",00084","146,66","0,00","177931882,0"
TOTAL,5,1184764,1182667,1189695,"2770,79","0,000%",",00084","146,66","0,00","177931882,0"
