Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,93,91,99,"2,87","0,000%","10,63830","28,10","2,12","2705,0"
TOTAL,5,93,91,99,"2,87","0,000%","10,63830","28,10","2,12","2705,0"
