Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,12376,12035,13578,"601,36","0,000%",",08080","803,41","0,01","10182134,0"
TOTAL,5,12376,12035,13578,"601,36","0,000%",",08080","803,41","0,01","10182134,0"
