Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,9592,9099,10098,"334,68","0,000%",",10425","3220,15","0,02","31630954,0"
TOTAL,5,9592,9099,10098,"334,68","0,000%",",10425","3220,15","0,02","31630954,0"
