Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,66308,65278,68018,"952,18","0,000%",",01508","465,85","0,00","31630954,0"
TOTAL,5,66308,65278,68018,"952,18","0,000%",",01508","465,85","0,00","31630954,0"
