Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,925,905,947,"16,48","0,000%","1,08015","3024,54","0,14","2867318,0"
TOTAL,5,925,905,947,"16,48","0,000%","1,08015","3024,54","0,14","2867318,0"
