Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,16,9,44,"13,71","0,000%","53,19149","1609,56","7,06","30986,0"
TOTAL,5,16,9,44,"13,71","0,000%","53,19149","1609,56","7,06","30986,0"
